tv_ad_spend_usd,digital_ad_spend_usd,print_ad_spend_usd,radio_ad_spend_usd,product_category,season,promotion_budget_usd,sales_team_size,market_share_percent,competitor_activity,economic_conditions,distribution_coverage,product_launch_year,revenue_usd
89510.6521115917,25154.717886753573,13619.221537541078,,Sports,Winter,18238.101922947946,45.0,2.0008158676297443,Low,Growth,International,2021.0,4332696.425312139
50807.54255177303,57474.456362403325,,9277.232156214413,,,1409.9175524970365,34.0,11.874654811798367,High,Recession,National,2015.0,629573.870065272
39156.98253323817,43770.39441116573,16101.436027932854,2489.9383063343175,Electronics,Winter,23051.657422887372,,22.975889464703553,High,Growth,International,2016.0,3002582.5398446284
37444.190280006966,34543.505711808175,5003.933912029888,12084.543604947308,Electronics,Winter,2276.3905494885826,5.0,2.3829027567975913,High,Growth,International,2022.0,1620468.3482905955
83795.54321036271,71002.58751290271,,,Apparel,Winter,45740.64031076909,,9.612886377725175,Low,Stable,National,2021.0,2131932.7016542144
82535.4853963387,77161.68246434341,19516.53589504746,12279.674055318903,Sports,Summer,4155.3387022816805,35.0,14.171575517898868,High,Stable,National,2013.0,3238318.7051325096
59955.3916509211,51646.74375436586,26369.214342082538,19909.04205944996,Home Goods,Winter,,9.0,4.47112022584383,Low,Growth,Regional,2013.0,1667445.1309119603
19531.29824427458,26749.164899254443,,848.4944859157495,Apparel,Winter,35993.119671014916,10.0,7.309669890927957,Low,Stable,International,2017.0,1439253.3596201197
42027.505347862076,73769.9557221382,26807.36915560592,2997.259969607028,Apparel,Summer,21846.179962608436,45.0,7.555699330253491,Low,Growth,International,2018.0,623798.7935639817
69444.92307666678,43449.97421375352,27897.89091107645,6862.763010060632,Home Goods,Fall,10512.37705672391,,6.884128576368186,Low,Stable,International,2019.0,1915911.0874107815
76320.11727455992,60638.40135973432,16686.906968077397,8777.05606340483,Sports,Fall,8796.97504343242,38.0,3.26568566766771,Low,Growth,National,2010.0,4983220.666954837
20063.888100766133,4311.962647911819,8205.728011342208,12569.715011818163,,Spring,48781.46629120293,36.0,27.223682447632754,High,Stable,Regional,2020.0,4665499.124829859
64006.69172319639,47653.30137687965,22036.927282247365,12263.042463002808,Home Goods,Summer,2712.4116901180937,5.0,1.602205507720051,Medium,Stable,National,2020.0,1365335.684338003
,4343.479457205656,9429.369638988663,10730.678753673736,Beauty,Summer,3414.8963910214993,21.0,16.98042529967761,Low,Stable,Regional,2017.0,2412206.907919141
98118.99239865536,,18261.917103191445,16951.797944992144,Electronics,Spring,47266.60927933932,43.0,8.923340669652742,Low,Growth,Regional,2013.0,3721796.454231604
65137.20379823153,67363.62041860356,10688.059728848208,14193.631525217917,Electronics,,11243.279950365526,5.0,18.917749442199376,,Recession,Regional,2018.0,3557062.9620436234
70425.16658700234,42825.68760020405,7455.197803964214,9003.56274486784,,Spring,9026.060476807495,41.0,21.60654655884957,High,Growth,National,2021.0,4072125.9142850833
49583.58718651482,63902.00632303119,11635.218521922576,3847.8614451069075,Apparel,Fall,7534.210983389345,48.0,19.86153569753681,High,Growth,National,2017.0,2827696.7289307145
13494.391375720961,15168.16701113501,5927.355314666489,9588.736534595657,Home Goods,Summer,34726.26979443093,10.0,26.269556625133617,High,Recession,National,2015.0,1208173.1539155834
94565.6651486478,46033.44419077536,2729.038329705251,19836.751208323978,Home Goods,Summer,4859.019276857929,37.0,25.46979915573059,Medium,Recession,National,2016.0,1745433.8389484931
65228.08716748093,41245.848182750204,25409.942988382685,2963.6805480339444,Beauty,Fall,10230.445195321003,49.0,2.6682487399528183,High,Growth,Regional,2019.0,411757.3062132861
20102.140819303,50794.66985437763,15382.060540063672,14607.304765260964,Home Goods,Summer,42653.90462438543,19.0,8.253919710995913,High,Recession,National,,3904628.415621306
29496.729002612454,71949.92262719102,4421.369082242699,,Electronics,Spring,14502.804128306258,46.0,11.9231760894955,,Stable,International,2012.0,2099122.599771945
26390.462196639997,22564.13401235415,5840.207006824441,8682.105165878831,Electronics,Winter,7788.882596454138,12.0,16.78730617910604,,Recession,Regional,2017.0,3566801.544996794
16725.697137876698,40121.62676407334,21427.217695561532,10661.24685847785,Apparel,Winter,4410.909444315864,,29.965559983396243,Medium,Stable,Regional,2018.0,4588458.2791706035
60077.172655693255,52270.98915751561,5669.079180199811,15373.605694831094,,Winter,41031.289801841696,20.0,11.886999967789816,,Stable,National,2010.0,3244854.1356548597
93796.27465339747,25054.806739187243,25214.27182900508,11790.085456470564,Sports,Winter,18858.14027578063,36.0,5.528283087451296,Low,Stable,International,2010.0,1557287.2319876123
7753.542077182006,50708.4055842142,6319.029447931141,10568.609888681496,Electronics,Fall,36753.9137767487,10.0,17.31898808800314,High,Stable,,2020.0,1230241.7743277121
22614.416926163492,,4030.1594673205695,5876.655014961695,Apparel,Winter,19005.63156919719,25.0,,Low,Recession,International,2017.0,3144127.486452721
71952.89128593358,15871.68375979141,14938.852307420373,8772.26921996292,Apparel,Summer,46705.32642083601,31.0,1.5766833009646015,High,Stable,National,2016.0,3237710.8003874836
17140.268511547383,67504.71274598225,12630.20069155198,2977.1473638444627,Apparel,Summer,29054.751385703697,36.0,11.233303668150898,Low,Growth,National,2019.0,1587345.6847502422
33595.49899489549,70546.05429211177,20009.660624324813,6968.63226643555,Beauty,Summer,47418.24032554875,14.0,5.001520343823709,,Stable,Regional,2016.0,4633990.332999786
16892.56411094702,37469.7327979589,23510.29926010473,13143.897859106608,Apparel,Spring,28524.635235850794,28.0,27.264318181282853,High,Recession,National,2012.0,2903886.4317429396
77289.02198977607,77985.42970337652,4861.42189703578,11097.119528148325,Home Goods,Summer,24574.627747199647,23.0,17.709214140153257,Low,Stable,International,2020.0,3523061.5793935056
14689.515367668982,41516.663947543595,14799.51290961851,10146.521710410256,Apparel,Summer,27935.771593370933,23.0,,Medium,Growth,,2022.0,1107422.0169280814
86676.8989107967,32879.76853921815,8279.818105489656,10641.303336813862,Apparel,Winter,49267.98759483509,17.0,1.7734584399160205,Low,Stable,National,2014.0,3759519.2663750066
41397.12589331452,35116.27779158603,21793.913639837705,584.8257410530625,Sports,Winter,43122.51323377019,48.0,3.166611979814537,Medium,Recession,National,2021.0,1362048.7813446673
73543.09955579137,31473.297167665463,6579.905504455372,19666.6945302959,Sports,Summer,38355.60501170322,12.0,19.59343043081134,Low,Stable,Regional,2016.0,2414565.120758401
57490.29592460294,50447.39725812248,2744.647614177206,2649.474763543631,Electronics,Summer,41971.86897498154,41.0,1.3041551314270832,Low,,International,2014.0,3394159.4366759504
47997.94480812312,6272.074694430299,5740.763736856513,11249.282911795695,Beauty,Spring,46337.04119995823,27.0,19.542145666753257,Low,Recession,International,2011.0,373429.4271031555
85026.66115202325,25575.05270754863,7953.667509139208,5178.520654584689,Apparel,Winter,18411.150124840577,19.0,18.88813353499677,Medium,Stable,International,2020.0,2963260.754582245
70174.2372014557,,6024.907317993425,17586.654870255526,,Fall,36328.76443708094,44.0,20.239191738153725,Medium,Stable,National,2020.0,2110802.4567293106
80298.98941135583,12220.971441759193,13080.294473139707,696.4371529967715,Electronics,Spring,31904.07638842801,20.0,13.109415953030839,Medium,Recession,International,2011.0,3141681.936771291
42779.70738442379,54968.9742875208,23501.0184926513,11465.409858318735,Apparel,Summer,16159.69831391052,20.0,13.48036793394015,Low,,National,2022.0,
64425.878474627025,59586.651888254586,2146.1013840520823,15155.149149958024,Electronics,Spring,23295.0385646922,41.0,13.55267302595219,Low,Growth,National,2014.0,1988480.2401640296
49045.80034556079,65065.88812401235,1238.4576422501968,5742.353996114162,Electronics,Summer,9752.968161257442,39.0,7.6632860604390105,,Recession,International,2020.0,3482024.885769353
68950.08159379874,3532.9244559715526,22598.43481838358,12731.960754411612,Beauty,Summer,27764.268559539163,25.0,9.326318992238688,High,Growth,Regional,2013.0,4190384.2782233288
49124.97543302584,74363.17388635752,17147.717371606603,18705.79905884101,Apparel,Fall,10238.725982877473,27.0,13.721495546708097,High,Recession,International,2012.0,1956490.443682598
17483.242329703135,53508.179445270056,10542.834294445405,15841.10557927308,Home Goods,Summer,37287.660668043296,43.0,11.66084343980005,Low,Growth,Regional,2016.0,806945.5573843739
71417.938181297,77342.97107048126,17671.301832612524,2919.015661072246,Apparel,Winter,24745.97242559595,13.0,19.805163403297872,Low,Growth,National,2013.0,2843885.362409977
8903.931638994814,,8539.828516605554,14490.427218963965,,Winter,25601.076456959054,44.0,7.158335258597546,Low,Growth,Regional,,2057675.552437654
88788.13153232895,77064.26756929289,19360.297738444882,18735.261118187707,Beauty,Summer,46441.247499614605,47.0,5.355019948110366,Medium,Recession,International,2021.0,3180938.8744576983
32892.35913745155,40653.71571391431,8883.075621219281,3093.2913450600877,Home Goods,Spring,38687.87796869371,37.0,20.973169991634517,Medium,Stable,Regional,2017.0,575198.3932553647
25729.972614082384,77227.59556586946,,14714.90888567082,Home Goods,Fall,44899.746541593384,13.0,23.122842482548467,Medium,Stable,Regional,2012.0,4391664.269194797
77777.75211752966,29568.173244536054,14380.27128492315,12785.12681958775,Electronics,Spring,34190.33650897683,7.0,13.423300030794016,,Recession,International,2010.0,921946.507158861
65658.27783148401,66027.3501401905,12413.971864920015,18492.881202941353,Sports,Summer,22802.014571291646,40.0,13.382275845136697,Low,Growth,Regional,2018.0,2041973.4730504975
56529.52842890752,66467.24708742846,4853.54920363934,6756.824242426012,Apparel,Fall,1426.6854992763144,38.0,26.63083623368439,Low,Stable,International,2021.0,925955.9694001948
20857.56811741865,21461.29014745639,21003.78178597208,19092.550295733887,,Summer,22403.788967281933,35.0,1.5183798453950734,Low,,International,2017.0,824844.7220042965
87153.97615313524,71599.93130340711,13313.637765968675,2518.1885502068058,Apparel,Fall,35564.62671444974,25.0,27.571031616595846,Medium,,National,2016.0,4996819.222008786
66434.49666748935,42290.42401937202,22876.53034103734,6139.807087651188,,Winter,32812.328174787675,10.0,20.897944086850103,Low,Stable,International,2013.0,2897284.794008577
41785.680455685055,6509.905829281253,7959.838288130998,1658.5035435442035,Sports,Summer,16854.47623114353,44.0,25.029351645707063,Medium,Growth,National,2013.0,2319760.8266783976
37914.38059392419,53267.190166128115,28895.05724375802,4770.333730928437,Home Goods,Summer,26820.499571794327,32.0,23.37563888337554,Low,Growth,National,2015.0,3326214.459014328
99136.04524987446,19402.955825265366,24882.141713051617,2047.0912713691646,Home Goods,Spring,8392.809783863813,44.0,10.574612297097524,,Growth,Regional,2012.0,3974377.689857006
74067.41716493978,21573.641530315992,28847.224649118227,,Beauty,Summer,20894.569402696357,23.0,29.352021282528533,Medium,Recession,International,2013.0,4744696.400853084
25851.197950081056,70122.4334387879,22178.513206147203,19703.893891718515,Apparel,Fall,7615.782692512574,14.0,19.70721867751697,Low,Growth,Regional,2021.0,3408758.8935725987
74933.0091086704,43937.34789166601,23609.34155431035,14923.53614643406,Apparel,Spring,1085.4783620518115,13.0,21.13868137485102,Low,Recession,National,2012.0,4302894.708116208
40537.986514372205,71444.1719523792,21361.41548779696,16332.200909177762,Sports,Winter,12421.339310146739,11.0,19.025903580709794,Medium,Stable,International,2012.0,4208075.082638402
60258.0865969476,,24806.398977560286,8081.09941220695,Beauty,Summer,20402.690850827188,7.0,23.46067409984099,Low,Recession,Regional,2022.0,3426608.1421032473
76090.72028033293,43407.7075616423,26346.41963867277,7582.998577570302,Apparel,Winter,33527.63321298016,7.0,16.140265926709002,Medium,,International,2019.0,1322819.8882543696
24746.408069128323,36355.57788092174,20456.637547110484,11008.168999488791,Home Goods,Winter,37830.530681868826,47.0,17.264127670761724,,Recession,National,,2768300.806082369
13692.453154221497,50246.1037657782,29179.82552061846,14016.627102763325,Sports,Winter,27770.042283884683,9.0,26.486559402046286,Medium,Growth,International,2018.0,1394463.54829056
40504.23735538737,72943.26650005722,12256.317331602648,5100.775961549232,Sports,Summer,27365.619025679844,30.0,,High,Recession,International,2014.0,4309906.313123421
61087.50268118797,18602.460748637262,25929.531197978085,,Sports,Summer,32223.653550515268,27.0,21.938689369212366,Medium,Stable,Regional,2015.0,100071.57245085642
10457.611987725815,40901.43331546245,26604.849938669107,19931.981962384543,Sports,Winter,21480.59122173501,14.0,5.212757880247924,Medium,Recession,National,2011.0,169726.78234102926
59370.04407527279,79166.27827131245,24585.37067994973,2325.1254383899486,Sports,Winter,8945.861909441233,9.0,26.01076841484567,High,Stable,Regional,2018.0,371954.03575260704
24353.129799291688,45384.29786467982,5766.7543075291915,2244.310516993659,Electronics,Winter,13076.123755690005,36.0,21.328549464358247,High,Growth,Regional,2011.0,4011107.1453372077
71179.28456131413,24663.784778620982,3969.9840675740675,19214.63463674928,Electronics,Spring,13028.720308192842,,20.851774113936848,Medium,Stable,International,2018.0,1906607.5410670997
82024.67271739712,2110.065273236908,6472.117713953665,2509.2969333683213,Electronics,Winter,37118.959172469826,16.0,10.269199698224968,Low,Growth,National,2016.0,3983146.9023349667
99383.44388872068,63956.48506064457,,,Electronics,Spring,44426.29809895123,23.0,25.58433025672316,High,Recession,Regional,2014.0,3406241.706623209
45652.84146024919,37875.25010746835,22722.671349596672,19352.300706473576,Home Goods,Winter,5832.610895321844,17.0,14.233767947864195,Medium,Stable,National,2014.0,2621134.048706856
53231.84567968048,8737.350592072758,17803.43180141766,4385.898746020761,Home Goods,Fall,32502.00661012736,26.0,27.865061473966463,,Recession,Regional,2015.0,810372.2249087539
23962.884761109715,15012.645587680652,26017.85576305616,16201.726865951396,Beauty,Spring,6634.173363688845,33.0,,High,Stable,National,2012.0,4151802.627367674
27611.78420914405,18624.945493924657,17028.107538416465,15102.764717698312,Apparel,Spring,41629.530466085256,38.0,5.051171208670082,Low,Stable,International,2017.0,4197654.004356328
6726.476278515326,59244.59098034812,10213.622883167827,10567.577379299417,Beauty,Spring,36652.97902568344,48.0,,Medium,Growth,Regional,2017.0,848827.0732563132
,75712.36003784688,22717.971498212242,12946.096293644168,,Fall,49206.0256099388,37.0,7.12950475758633,High,Stable,,2013.0,3260829.090316061
64468.69734117885,29652.873386442705,24237.619712623233,7752.283423873314,Sports,Fall,18357.79929116394,25.0,26.15130985269438,Medium,Recession,International,2016.0,203814.40808803283
30885.837799339628,26365.02913323699,25584.66125043463,2762.9829778380686,,Winter,3576.789375176398,20.0,14.968440361842607,Low,,International,2016.0,1140094.728035139
87677.94945949553,73516.25989562407,28099.807863270507,4128.09207673964,Electronics,Spring,48563.43291596562,16.0,8.330524018276847,Medium,Recession,National,2019.0,1895303.614334504
98335.9458238934,18066.09860682067,26457.361050579573,16041.336824925047,Home Goods,Spring,,18.0,14.708833013084682,High,Stable,National,2021.0,2284253.62817055
12142.215783365948,41773.68377317608,16884.2454899395,2445.3608406565504,Apparel,Winter,7955.384475425103,24.0,13.679697204311532,High,Recession,International,2015.0,2265169.350498866
89745.97009032257,51716.87500833814,5941.725997966018,8398.367926654788,Electronics,Summer,19062.91726330391,8.0,20.699988449398365,Medium,Recession,National,2015.0,626294.5579941962
61506.38007356092,74150.41697603416,14533.67954868343,5449.100978704136,Electronics,Fall,46183.08542094825,41.0,6.508895829310791,High,Stable,Regional,2013.0,
11091.150771333798,4082.2537402230814,10611.594549753718,4679.685469436605,Sports,Summer,30957.979805182124,28.0,3.230567160854691,,Recession,National,2010.0,
89878.2413364729,65176.14596084418,7476.2919711105915,,,Fall,18436.352702874887,23.0,24.020324506149052,High,Stable,International,2022.0,4789484.233355052
81014.16511458518,39062.613725861986,18599.777897396263,14194.911559372349,Sports,Summer,41627.78598168133,33.0,26.780483086096613,High,Growth,National,2021.0,3109367.2456849846
25534.13144122617,26431.179220970207,14098.87764708763,5072.698276622039,Home Goods,Spring,29301.062099975396,,2.51811847723099,,Stable,Regional,2012.0,2005049.1120261378
61156.23215166244,31984.795086790815,22252.0586603832,7585.382789552051,Sports,Winter,34226.804749428855,49.0,15.030041934601687,High,Stable,International,2019.0,2753244.395902833
,,24309.825624963007,14103.539173457675,Apparel,Fall,47767.68907628856,47.0,18.16693280391728,High,Recession,Regional,2010.0,3684798.8658719147
81396.90833751256,28801.93532726778,9546.692108297715,1346.246338776648,Beauty,Spring,,13.0,20.67867276021343,Low,Stable,National,2011.0,2071998.4557720502
39567.10041163286,54669.42184338862,15250.97798699747,4914.011352979832,Sports,Winter,28905.565756528595,35.0,1.2435856627939246,Medium,Stable,Regional,2014.0,2194401.5513275564
65268.8425410272,11750.69590559885,8410.522119142555,12266.508420238415,Sports,Summer,32138.154230247466,12.0,24.818991124600828,High,Growth,International,2013.0,1009973.6232382671
81063.9685565335,14400.551276680006,,9749.799740556291,Sports,,16210.368342123904,5.0,17.935528177604095,High,Stable,National,2019.0,245842.0808352887
,10511.461473157495,19843.913278241922,16535.25785953796,Sports,Winter,44696.55546756974,16.0,8.437193482249114,High,Growth,Regional,,3793108.5192042342
,58908.3850100932,1636.900310267629,8219.992821303471,Home Goods,Summer,,42.0,16.515592898866366,High,Growth,International,2015.0,3626312.9313885733
,68934.57266947985,26063.607176736576,18071.999748918213,Home Goods,Spring,43663.3752954915,25.0,22.8987295488548,Low,Growth,International,2011.0,4061991.9430246693
85108.69958304428,26499.957596815937,10528.483200210929,18322.236741144556,Home Goods,Spring,6409.904692877117,17.0,5.73941676068053,High,Stable,National,2013.0,1441257.152214551
44625.31753480521,47779.8917367061,,14812.454311767968,Apparel,Summer,46645.72906703237,15.0,19.90130184439807,Medium,Stable,Regional,2022.0,4202384.5327631235
31175.970462829067,72096.76990709367,10273.11311168394,2911.7756968884796,Electronics,Fall,13355.248360119498,7.0,16.721389562221862,Medium,Growth,Regional,2013.0,3376775.8982750727
5794.716302727932,34838.83400051115,4050.7598478652494,9459.680562119982,Home Goods,Summer,37322.25455144841,13.0,26.973121360325052,Low,Growth,National,2021.0,1710903.2506471407
89362.59538555035,42060.69380670975,,17498.45516869441,Apparel,Summer,7094.450520208173,37.0,26.627875299779195,Low,Growth,International,2014.0,3894774.8161189705
68723.51042104862,72082.8995383804,25838.069235573304,11900.73450462344,Electronics,,34071.02313489097,18.0,22.473770496362274,Medium,Growth,International,2015.0,1388508.3440347812
56745.17420666782,25762.468235287255,15006.982988802634,8812.39800991648,Apparel,Winter,22480.63480246877,35.0,17.3942370468547,,Growth,International,2015.0,1856546.6914585095
32927.36757306705,56363.84962005091,19550.70907335335,14449.556364996419,Beauty,Winter,37233.862586467825,42.0,12.365659294790467,Medium,Stable,Regional,2019.0,3736452.8245460275
52136.71382400115,50054.875978854616,8020.823625725399,767.1026449766356,Sports,Summer,,31.0,14.438210761524248,High,Recession,National,2010.0,3784268.0971930926
56403.95391394576,14986.417811812677,17055.427546904728,4096.168445952195,Apparel,Summer,42772.770996407075,41.0,3.819981726450943,Low,Growth,International,2014.0,2336545.13188101
34362.47817343891,60207.10809397493,7264.805744085303,815.8367793318241,Apparel,Winter,45978.63896235956,33.0,26.872114531387627,Medium,Recession,National,2018.0,3391068.378161639
41670.62396043276,29869.27674679817,23354.92027169717,19929.054423932892,Beauty,Fall,23016.945071642956,17.0,18.674729645288963,,Growth,National,2021.0,4131486.29685737
31846.910115816485,8134.8285255442515,22299.817264789985,16769.443588821447,Apparel,Fall,,47.0,15.660916943148235,Low,Recession,National,2013.0,4795918.973673067
62235.242480534514,21532.266132020093,19080.293247305337,7986.759928021025,Sports,Summer,42455.83139853409,17.0,5.618532284915476,Low,Recession,National,2021.0,4493752.627741678
30798.453932331162,52856.79302446611,8082.589254490009,2964.5392171365943,Beauty,Summer,37580.3189056164,17.0,1.7923836418882138,High,Stable,International,2021.0,3730599.8021018067
16725.48927663186,51310.66516690979,6349.462227337501,12093.405315487515,Home Goods,Winter,3493.3601497548816,27.0,,Medium,Recession,International,2012.0,275152.95831215987
70573.04394148495,26156.50210866611,1640.4938620765606,18902.64826763389,Home Goods,Summer,37940.612685614564,12.0,2.753148045096844,Medium,Stable,National,2020.0,871890.7373377929
37496.0815371004,52410.60669681356,,9884.36471223944,Home Goods,Fall,29629.84115568139,5.0,18.597995349839966,High,Growth,Regional,2013.0,3897688.0509355958
68478.30998715942,68489.69316361607,28506.744189460063,5655.606358487896,Sports,Spring,41749.34511581373,19.0,1.2659012129314868,Low,Growth,National,2016.0,1962606.4838051607
98958.5113364787,15764.067574329672,4103.979949236667,9003.78390673739,Apparel,Summer,47575.14348742617,13.0,19.574891224936973,High,Stable,Regional,2016.0,3667545.1976762936
77721.61982125489,41863.70455379049,22324.820840475004,2098.7410300978854,Beauty,Winter,44357.20201804616,24.0,,High,Growth,International,2021.0,174214.97558349947
94045.15786198391,36033.54205696996,24511.289945209675,16895.904398759925,Home Goods,Spring,28270.91363736206,17.0,12.747026311196544,High,Stable,International,2018.0,4057481.2525066836
87920.11270218875,4101.277267802604,3795.0538187855127,,Home Goods,Fall,44744.461483900115,8.0,26.809082996656777,Medium,Growth,National,2012.0,4811265.5755417915
24413.260187447835,56753.825349868006,16776.803748102153,5884.808516997983,Beauty,Winter,46238.3576141918,41.0,27.66012295211843,Medium,,National,,3610376.066230741
68329.42482693854,5185.50547388556,27313.395930808514,11192.401564987069,Home Goods,Winter,8881.182959636375,25.0,10.162009824170593,High,Stable,International,2016.0,2983952.923645896
,68556.50010486579,12429.778940323811,7874.999672080807,Electronics,Summer,25308.620964358142,12.0,15.164278785348515,Low,Stable,National,2013.0,4347108.438341396
96664.41185744668,35173.13005075188,22705.910980278702,8739.56733441961,Sports,Summer,29214.985881029643,26.0,9.480698267026064,High,Recession,National,2019.0,3148678.5179585624
,30484.475692667962,24196.82390676528,16507.82115708977,Home Goods,Spring,7280.734358956031,48.0,2.131147505783826,Medium,Stable,International,2015.0,1871607.4149285129
,26893.05119939405,5502.317988682871,11626.427962910026,Sports,Fall,27738.029451290447,23.0,25.6411138731864,Low,Recession,International,2019.0,2089852.1266858513
96767.54639009868,30655.797229582742,27715.074199207775,4801.353174117797,Sports,Spring,34714.73547530174,31.0,21.44195617387404,Medium,Stable,International,2016.0,4110452.0324379797
42212.10071677839,78488.67403627964,10624.060507090362,3337.3618336415348,,Summer,27190.580511540746,31.0,27.155567101511895,High,Recession,International,2020.0,
,78433.17825740989,16100.822231195662,15969.536019892155,Electronics,Summer,13920.629751899505,44.0,22.958016965050327,Medium,Stable,National,2013.0,828521.9778288178
91667.32193256273,21822.176996494793,1590.4732861874718,6965.296133216437,Home Goods,Fall,36739.121617162185,38.0,27.022378377125438,Low,Recession,Regional,,3035835.8824982084
7005.860041675913,47722.291865379295,24363.27540959006,11066.685096497187,Sports,Winter,21335.185165091258,37.0,29.274652353680764,Medium,Growth,National,,579727.1227520293
63298.15963625643,42967.97740890503,21102.070867160277,9746.083879809856,Electronics,Summer,15707.284655606241,,7.84944372909606,High,Growth,National,2017.0,2045777.0115596305
47809.14790143658,25824.54157358092,26095.232384929328,4364.541627494276,Home Goods,Winter,44548.11394305371,15.0,11.326413190216138,Low,Recession,National,2016.0,
62755.69160207907,69516.16435054087,4928.628687924736,4940.504173348731,Electronics,Fall,33479.95087257979,25.0,29.424856417781513,Medium,Growth,International,2021.0,
92349.11682746361,41023.30786208703,6359.081946687947,15491.146811443954,,Winter,25532.298833231394,13.0,9.542597417261923,Low,,International,2013.0,3854426.4849730423
82456.18373492254,19708.03690021576,,,Beauty,Fall,47839.79668550462,19.0,28.3711812276194,High,Recession,National,2021.0,2090215.9986796093
25633.368025446056,68508.76366370253,6294.462333360759,19254.79891585051,Electronics,Fall,5623.153638644102,24.0,18.967295892210608,High,Growth,,2015.0,416019.389158569
33805.20175853121,6935.554427865683,24725.549616249788,,,Spring,12439.491612878766,45.0,9.076491642678233,Medium,Growth,National,2022.0,429372.1325304798
34493.917753212474,,17575.081858225803,8507.847238290176,Electronics,Summer,48168.37420950354,21.0,13.68348683881531,Medium,Growth,National,2013.0,4808145.460750089
29426.077174910562,22558.099532803244,5413.409757768022,19351.764381441044,Electronics,Spring,8218.20480327553,48.0,1.2354272902133028,Medium,Growth,National,2011.0,4549947.625389644
84025.68443647327,29650.52923136625,25528.949235290755,8443.310725489235,Sports,Winter,,13.0,6.386661211692546,Low,Recession,International,2012.0,4438808.664317832
45097.52119804855,16841.14991300339,2702.5336226671743,18541.470026473886,Apparel,Fall,8977.249869357624,22.0,,Low,Recession,International,2013.0,2296505.9596016253
99524.4119141156,47683.21933258983,11722.706122957286,1443.280995543876,Sports,Winter,1004.2062091659532,5.0,27.945448828518714,Low,Recession,Regional,2022.0,3240406.2367698923
,29274.360672685863,25494.903493800903,18928.382039812714,Home Goods,Winter,35117.371195696,43.0,16.26082053269351,Low,Growth,International,2021.0,
41692.550305070035,,1078.1162532245787,19350.875393453167,Sports,Spring,29482.320307756367,32.0,23.91543555366798,Low,Growth,Regional,2019.0,1572638.3738548816
72704.69493576506,5272.36008354395,20489.086674862014,8409.150791531285,Beauty,Summer,29916.80243857053,10.0,29.917117900759667,Low,Growth,International,2020.0,4981393.586145918
,74788.09907443554,1033.5225464112889,19480.220193143286,Beauty,Summer,14065.497599285338,39.0,27.46807531366092,Low,Recession,National,2020.0,4298004.1341231875
77369.10683048684,73462.41685035889,4658.30016707018,8316.982041581336,Sports,Fall,31191.64384690818,32.0,20.11698135514262,Low,Stable,International,,1136629.8009444643
35065.10483853493,78193.39498163805,17450.437949127416,10654.347114129872,Electronics,Fall,43869.05288478201,38.0,17.302480906448597,High,,Regional,2010.0,2382729.8511131094
68763.60787732774,64170.370925169846,2768.444967159534,17750.965915815337,Home Goods,Spring,19643.828075327234,17.0,7.025724695817525,High,Growth,Regional,2012.0,4295065.469074654
96274.37667021502,58841.80859779988,15550.574364239385,3672.8705238045327,Sports,Winter,48813.451819964124,37.0,3.0513535556791145,Low,Recession,,2010.0,1402887.6270003687
94955.13539534046,78715.959803751,22080.335742504656,11273.761209269334,Electronics,Spring,14796.417184075244,,14.54530050341615,Medium,Recession,Regional,2016.0,2621433.1565902103
36962.378540578145,,16885.242838160222,13223.028573027004,Home Goods,Winter,2048.891830011046,37.0,18.812943687745832,High,Stable,Regional,2022.0,1344508.2494759418
84964.32237239942,46017.3391956145,25089.21145402959,17590.283636716475,Electronics,Spring,461.6085159457994,14.0,1.7384064654411422,Low,Recession,National,2016.0,
47351.039374191314,39124.61320417909,27134.923328184086,,Apparel,Spring,6881.047020089487,16.0,23.951725879499676,Medium,Stable,National,2014.0,1158583.3602821252
81593.21740339711,37605.38512815273,22158.805527232755,12934.035695401592,Home Goods,Winter,,28.0,15.83793865573544,Medium,Growth,Regional,2021.0,364721.1388975375
6746.35845914306,35225.32340370821,27313.834570231178,7826.746791397323,Home Goods,Spring,41648.6602790745,17.0,27.310768806386406,High,Recession,National,2015.0,4529118.319953079
95532.52792694388,30641.987478070656,26715.64166605351,5855.5697188896565,Apparel,Fall,35814.64347572839,39.0,14.469012764495302,Low,Recession,,2015.0,3256641.4611915923
38612.98756312807,,4274.416479090674,19638.47686620329,Beauty,Spring,46662.648929276984,45.0,2.7858632824663223,High,,International,2010.0,821506.2221351905
,54351.93485158268,26615.04405641051,1867.4265684313946,Beauty,Summer,49636.124619365655,34.0,17.60259286296824,Low,Stable,International,2018.0,1984976.0946131588
5947.5926629807755,35085.712351864364,25076.83630478744,7234.377813557187,Sports,Summer,20209.36368170977,31.0,3.720272181903323,High,Recession,National,2021.0,4089493.008340252
63658.50566020947,11746.683062802273,19384.39227168012,12183.839549824146,Home Goods,Winter,15752.40446576005,12.0,9.341606216002173,Medium,Stable,International,2020.0,1623434.7007511288
39433.63996526093,14818.83737291703,9410.502106437883,9657.301190289629,Electronics,Summer,19892.90906081444,43.0,23.96734197975508,Low,Growth,International,2013.0,3047359.3683494227
20335.464540643683,61525.99827566906,8959.54845635901,9592.790571856947,Apparel,Spring,28103.64926421448,,23.96402465933206,Low,Recession,Regional,2010.0,4095945.332015166
